NOMEDEP;DE;MUN;CD_IBGE;DISTR;COD_ESC;CODESCMEC;NOMESC;CODSIT;TIPOESC;ENDESC;NUMESC;COMPLEMENTO;CEP;BAIESC;ZONA;DS_LATITUDE;DS_LONGITUDE;CODVINC
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TREMEMBE;915661;35915661;EUNICE TEREZINHA DE OLIVEIRA FRAGOAS PROFA;1;8;ANTONELO DA MESSINA;222;AVENIDA;2318000;SITIO DO PIQUERI;1;-23,4545002;-46,58929825;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TREMEMBE;925184;35925184;SERGIO DA COSTA PROF;1;8;RUA PRESIDENTE BARTOLOME MITRE;298;RUA;2361040;ASSOCIACAO SOBRADINHO;1;-23,43779945;-46,57907867;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;1016;35001016;ALBERTO CARDOSO DE MELLO NETO DR;1;8;VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO PROFESSORA;633;AVENIDA;2346000;JARDIM LEONOR MENDES DE BARROS;1;-23,46439934;-46,604599;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;1132;35001132;PEDRO ALEXANDRINO;1;8;IMBIRAS;49;RUA;2316000;VILA NOVA MAZZEI;1;-23,46529961;-46,59690094;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;1156;35001156;SILVA JARDIM;1;8;TUCURUVI;724;AVENIDA;2304002;TUCURUVI;1;-23,48130035;-46,60520172;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;1168;35001168;ALFREDO INACIO TRINDADE;1;8;JOAO ROSA;86;RUA;2255130;VILA NIVI;1;-23,47779083;-46,5918808;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;1173;35001173;ALBINO CESAR;1;8;CAJAMAR;5;RUA;2308090;VILA MAZZEI;1;-23,4776001;-46,60660172;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;1181;35001181;RAFAEL DE MORAES LIMA PROF;1;8;LAVINIA PACHECO E SILVA;SN;RUA;2346140;JARDIM LEONOR MENDES DE BARROS;1;-23,46570015;-46,60589981;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;1259;35001259;JOAO LIGABUE CONEGO;1;8;GROTA;483;RUA;2206010;VILA GUSTAVO;1;-23,4818306;-46,59609985;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;1284;35001284;AMENAIDE BRAGA DE QUEIROZ PROFA;1;8;BARRA MANSA;480;RUA;2337040;JARDIM FRANCA;1;-23,47660065;-46,61169815;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;1351;35001351;ADEMAR HIROSHI SUDA PROF;1;8;AGAFITA;50;RUA;2269080;PARQUE VITORIA;1;-23,47064018;-46,59529877;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;906803;35906803;LEONIDAS PAIVA PROF;1;8;MARTIRES ARMENIOS;618;JD LEONOR MENDES DE BARROS;2345000;BARRO BRANCO ZONA NORTE;1;-23,46614075;-46,60874176;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;TUCURUVI;985016;35985016;CEL JTO A EE ALBINO CESAR;1;6;CAJAMAR;5;RUA;2308090;VILA MAZZEI;1;-23,47693062;-46,60660934;1173
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;1028;35001028;VICTOR DOS SANTOS CUNHA PROF;1;8;AVENIDA JOAO SIMAO DE CASTRO;280;AVENIDA;2141000;VILA SABRINA;1;-23,49150085;-46,57130051;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;1036;35001036;SEBASTIAO DE SOUZA BUENO PROF;1;8;FRANCISCO DE MEDEIROS JORDAO;579;RUA;2214030;VILA MEDEIROS;1;-23,49230003;-46,58599854;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;1065;35001065;DAVID EUGENIO DOS SANTOS PROF;1;8;JOSE DE ALMEIDA;1377;RUA;2204001;VILA MEDEIROS;1;-23,48358917;-46,58982086;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;1090;35001090;JOSE MARIA REYS PROF;1;8;CONCEICAO;3027;AVENIDA;2135001;JARDIM JAPAO;1;-23,49739075;-46,5872612;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;1119;35001119;EURIPEDES DE CASTRO;1;8;EDGAR RUZZANT;456;AVENIDA;2225010;JARDIM BRASIL ZONA NORTE;1;-23,48049927;-46,57550049;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;1200;35001200;LAEL DE MOURA PRADO PROF;1;8;AV PROFESSOR CASTRO JUNIOR;609;AVENIDA;2138030;VL SABRINA;1;-23,49760056;-46,57429886;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;1211;35001211;MIGUEL VIEIRA FERREIRA DR;1;8;FRANCISCO DE MEDEIROS JORDAO;628;RUA;2214030;VILA MEDEIROS;1;-23,49209976;-46,58580017;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;1296;35001296;CARMOSINA MONTEIRO VIANNA PROFA;1;8;ANTONIO PALMIERI;377;RUA;2210000;JARDIM BRASIL ZONA NORTE;1;-23,48570061;-46,57989883;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;37783;35037783;VERIDIANA CAMACHO CARVALHO GOMES PROFA;1;8;CARLOS DOS SANTOS;781;RUA;2234000;JARDIM BRASIL ZONA NORTE;1;-23,47979927;-46,57300186;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;37795;35037795;JUSTINO CARDOSO DR;1;8;JOAO SOUTO MAIOR;465;RUA;2218000;VILA MEDEIROS;1;-23,48760033;-46,58580017;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;39226;35039226;LUIZ LAZARO ZAMENHOF DR;1;8;EURICO SODRE;944;RUA;2215010;VILA MEDEIROS;1;-23,48904991;-46,58119965;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;48021;35048021;PROVINCIA DE NAGASAKI;1;8;DORANDIA;158;RUA;2234080;JARDIM BRASIL ZONA NORTE;1;-23,4776001;-46,57120132;0
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;458314;35458314;CEL JTO A EE VERIDIANA CAMACHO CARVALHO GOMES PROFA;1;6;CARLOS DOS SANTOS;781;RUA;2234000;JARDIM BRASIL ZONA NORTE;1;-23,47979927;-46,57300186;37783
ESTADUAL - SE;NORTE 2;SAO PAULO;3550308;VILA MEDEIROS;904272;35904272;MARIA ANTONIETTA DE CASTRO PROFA;1;8;INACIO FIRMO;65;RUA;2161100;JARDIM JULIETA;1;-23,4889698;-46,56790924;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;4862;35004862;CEEJA DEPUTADO GUILHERME DE OLIVEIRA GOMES;1;3;HIPOLITO DA SILVA;36;;6075150;CIPAVA;1;-23,54722977;-46,78853989;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;9537;35009537;CEL PROF ORLANDO GERIBOLA;1;6;SOCIEDADE ESPORTIVA PALMEIRAS;284;;6132340;BUSSOCABA;1;-23,56472015;-46,79426956;46619
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;9542;35009542;CEL PAULO FREIRE;1;6;PASSAREDO;400;;6236700;ALIANCA;1;-23,50885963;-46,78348923;923096
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10674;35010674;ELOI LACERDA PROF;1;8;HENRIQUE DIAS;243;RUA;6233120;PIRATININGA;1;-23,51951027;-46,79216003;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10686;35010686;ERNESTO THENN DE BARROS PROFESSOR;1;8;DOUTOR BENTO VIDAL;1000;RUA;6142100;JARDIM NOVO OSASCO;1;-23,57099915;-46,79610062;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10716;35010716;JOSE MARIA RODRIGUES LEITE PROFESSOR;1;8;DIMITRI SENSAUD DE LAVOUD;207;RUA;6023030;VILA CAMPESINA;1;-23,54247093;-46,77180099;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10728;35010728;ALCYR OLIVEIRA PORCIUNCULA PROFESSOR;1;8;PRESIDENTE MEDICI;2386;AVENIDA;6273000;VILA MENCK;1;-23,50626564;-46,76723099;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10741;35010741;ROSA BONFIGLIOLI;1;8;PROFESSORA RAPHAELA GOMES AFONSO;17;RUA;6038300;JARDIM DABRIL;1;-23,56889915;-46,77750015;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10789;35010789;JOSE LIBERATTI PROFESSOR;1;8;CASTELO BRANCO PRESIDENTE;250;RUA;6016020;CENTRO;1;-23,53539085;-46,77835083;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10790;35010790;FRANCISCA LISBOA PERALTA PROFESSORA;1;8;PROFESSOR LOURENCO FILHO;560;AVENIDA;6243000;JARDIM ELVIRA;1;-23,50359917;-46,7948494;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10807;35010807;ANTONIO PAIVA DE SAMPAIO CORONEL;1;8;ANANIAS DE ALMEIDA;145;RUA;6186190;QUITAUNA;1;-23,53392982;-46,81111908;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10820;35010820;FANNY MONZONI SANTOS PROFESSORA;1;8;DELFINO CERQUEIRA;136;RUA;6120280;VILA YOLANDA;1;-23,54556084;-46,79280853;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10844;35010844;MARIA AUGUSTA SIQUEIRA PROFESSORA;1;8;ANTONIO FESTA;35;RUA;6296060;REMEDIOS;1;-23,51741028;-46,75756836;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10868;35010868;LUIZ LUSTOSA DA SILVA PROFESSOR DOUTOR;1;8;LUIZ GATTI;500;RUA;6266030;BARONESA;1;-23,49670029;-46,78609848;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10873;35010873;JOAO BAPTISTA DE BRITO PROFESSOR;1;8;ROSA DANGELO PISAPIA;115;RUA;6020040;VILA YARA;1;-23,54949951;-46,75999832;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10881;35010881;AURELIANO LEITE DOUTOR;1;8;NAIR LUCIOLA RODRIGUES;75;RUA;6270060;VILA MENK;1;-23,49888992;-46,77042007;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10893;35010893;AMERICO MARCO ANTONIO DOUTOR;1;8;JOAO MIRASSOL;436;RUA;6122170;PESTANA;1;-23,54348946;-46,8012886;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10900;35010900;BENEDICTO CALDEIRA PROFESSOR;1;8;JOSE SALVADOR PAZZOBOM;15;RUA;6050070;JAGUARIBE;1;-23,55882072;-46,78659058;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10923;35010923;HELOISA DE ASSUMPCAO PROFESSORA;1;8;COMANDANTE SAMPAIO;1399;AVENIDA;6192010;KM 18;1;-23,52499962;-46,80509949;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10947;35010947;ALICE VELHO TEIXEIRA PROFESSORA;1;8;MARIA CARMEM PANICA;284;RUA;6210070;PRESIDENTE ALTINO;1;-23,52969933;-46,76285172;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10959;35010959;JULIA LOPES DE ALMEIDA;1;8;CRUZEIRO DO SUL;357;AVENIDA;6226002;ROCHDALE;1;-23,51819992;-46,78089905;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10984;35010984;GLORIA AZEDIA BONETTI PROFESSORA;1;8;ALTINO ARANTES;165;RUA;6070270;BELA VISTA;1;-23,54969025;-46,78390884;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;10996;35010996;GRACILIANO RAMOS;1;8;ESTRELA;2003;RUA;6045270;NOVO OSASCO;1;-23,57744026;-46,7928772;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;11010;35011010;OGUIOMAR RUGGERI PROFESSOR;1;8;BRAULIO TERTULIANO VIEIRA;135;RUA;6144170;VELOSO;1;-23,56640053;-46,80229187;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;11034;35011034;TELMO COELHO FILHO MAJOR;1;8;COMANDANTE SAMPAIO;285;AVENIDA;6192010;KM 18;1;-23,52795029;-46,79473114;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;11058;35011058;LEONARDO VILAS BOAS;1;8;JOSE BARBOSA DE SIQUEIRA;71;AVENIDA;6172000;PADROEIRA;1;-23,54754066;-46,80950165;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;11061;35011061;JOSUE BENEDICTO MENDES PROFESSOR;1;8;SUD MENUCCI PROFESSOR;353;RUA;6250250;JARDIM ELVIRA;1;-23,49720955;-46,80477142;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;11083;35011083;VICENTE PEIXOTO PROFESSOR;1;8;DIOGO BENITEZ;3;RUA;6086130;VILA OSASCO;1;-23,53813934;-46,78372955;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;11095;35011095;ANTONIO RAPOSO TAVARES;1;8;VINTE E UM DE DEZEMBRO;22;PRACA;6097080;CENTRO;1;-23,52729988;-46,77880096;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;11113;35011113;FRANCISCO CASABONA PROFESSOR;1;8;FRANCISCO HARO ALAMINOS;276;RUA;6290050;AYROSA;1;-23,51827049;-46,77048111;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;11137;35011137;NEWTON ESPIRITO SANTO AYRES PROFESSOR;1;8;IMPERIAL;SN;RUA;6130140;SANTO ANTONIO;1;-23,55804062;-46,7989502;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;11149;35011149;LUCY ANNA CARROZO LATORRE PROFESSORA;1;8;MIOSOTIS;431;RUA;6110230;JARDIM DAS FLORES;1;-23,5359993;-46,79309082;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;38647;35038647;JOSE GERALDO VIEIRA;1;8;VICENTE MELILLO PADRE;1653;AVENIDA;6036018;UMUARAMA;1;-23,56015968;-46,78203964;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;38684;35038684;GASTAO RAMOS PROFESSOR;1;8;SERRA DAS ANTAS;11;RUA;6278060;TRES MONTANHAS;1;-23,4789505;-46,78442001;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;38702;35038702;ANTONIO DE ALMEIDA JUNIOR;1;8;CESAR LADEIRA;SN;RUA;6152010;VELOSO;1;-23,56355095;-46,80467987;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;38726;35038726;TARSILA DO AMARAL;1;8;BENEDITO ALVES TURIBIO;SN;AVENIDA;6160000;PADROEIRA;1;-23,55654907;-46,81167984;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;38738;35038738;FRANCISCO MATARAZZO SOBRINHO;1;8;PALESTINA;137;RUA;6240170;MUNHOZ JUNIOR;1;-23,50508499;-46,8064537;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;39196;35039196;HORACIO QUAGLIO PROFESSOR;1;8;JORNAL O TRABUCO;309;AVENIDA;6273060;JARDIM PLATINA;1;-23,49910927;-46,7669487;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;40770;35040770;NEUZA DE OLIVEIRA PREVIDE PROFESSORA;1;8;JOAO VENTURA DOS SANTOS;471;AVENIDA;6260170;HELENA MARIA;1;-23,50060081;-46,78760147;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;40800;35040800;ARMANDO GABAN PROFESSOR;1;8;PARANAENSE;352;;6140052;CONCEICAO;1;-23,57442093;-46,80282974;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;46619;35046619;ORLANDO GERIBOLA PROFESSOR;1;8;SOCIEDADE ESPORTIVA PALMEIRAS;284;RUA;6132340;BUSSOCABA;1;-23,56469917;-46,79430008;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;46620;35046620;JOSE RIBEIRO DE SOUZA PROFESSOR;1;8;SERGIO CARDOSO;120;RUA;6056420;BUSSOCABA;1;-23,56752968;-46,78821945;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;294603;35294603;JARDIM SANTA MARIA III;1;8;GANYMEDES JOSE;155;RUA;6149213;SANTA MARIA;1;-23,5836792;-46,81293106;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;393447;35393447;CENTRO DE ATEND SOCIOEDUC AO ADOLESC OSASCO I CI;1;34;JOSE PASCOWITCH;SN;RUA;6149070;RAPOSO TAVARES;1;-23,5883048;-46,8149429;11010
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;438157;35438157;CENTRO E ATEND SOCIOEDUC AO ADOLESCENTE II CI;1;34;JOSE PASCOWITCH;SN;RUA;6149070;RAPOSO TAVARES;1;-23,5883007;-46,81494141;11010
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;902032;35902032;ANTONIO BRAZ GAMBARINI DOUTOR;1;8;ARNALDINHA DOS SANTOS CORDEIRO;45;RUA;6150580;METALURGICOS;1;-23,56620979;-46,8142395;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;902755;35902755;JOSE JORGE PROFESSOR;1;8;PINHEIRO;70;AVENIDA;6184300;CIDADE DAS FLORES;1;-23,53720093;-46,80727005;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;904740;35904740;FERNANDO BUONADUCE PROFESSOR;1;8;JUSCELINO KUBTSCHEK DE OLIVEIRA;90;AVENIDA;6263270;JARDIM PORTAL DO OESTE I;1;-23,49385071;-46,7987709;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;906360;35906360;WALTER NEGRELLI;1;8;CALIXTO BARBIERI;18;RUA;6233210;IAPI;1;-23,51457977;-46,78784943;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;910442;35910442;GABRIELA MARIA ELISABETH WIENKEM IRMA;1;8;JOSE BARBOSA DE SIQUEIRA;SN;AVENIDA;6172000;PADROEIRA;1;-23,54754066;-46,80947876;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;912396;35912396;SAO PAULO DA CRUZ;1;8;SAO PAULO DA CRUZ;SN;RUA;6130060;JARDIM SANTO ANTONIO;1;-23,55536079;-46,79402924;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;923096;35923096;PAULO FREIRE EDUCADOR;1;8;PASSAREDO;400;AVENIDA;6236700;ALIANCA;1;-23,50893021;-46,78358078;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;924039;35924039;CLAUDINEI GARCIA PROFESSOR;1;8;AGUIA;47;RUA;6280130;AYROSA;1;-23,51209068;-46,76583099;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;924040;35924040;ANTONIO CARLOS DA TRINDADE;1;8;ONIX;889;AVENIDA;6280030;AYROSA;1;-23,50884056;-46,76583099;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;925421;35925421;JOSE EDSON MARTINS GOMES PROFESSOR;1;8;THEDA FIGUEIREDO REGA;SN;RUA;6243020;JARDIM ELVIRA;1;-23,50202942;-46,8009491;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;925627;35925627;DIRETOR RICARDO GENESIO DA SILVA;1;8;PIEDADE COIADO GARCIA ARCOR;27;AVENIDA;6160165;JARDIM CIPAVA II;1;-23,56150055;-46,81359863;0
ESTADUAL - SE;OSASCO;OSASCO;3534401;OSASCO;985235;35985235;CEL JTO A EE ANTONIO RAPOSO TAVARES;1;6;VINTE E UM DE DEZEMBRO;22;PRACA;6097080;CENTRO;1;-23,5273;-46,7788;11095
ESTADUAL - SE;OURINHOS;BERNARDINO DE CAMPOS;3506300;BERNARDINO DE CAMPOS;34393;35034393;MIGUEL PRIANTE CALDERARO DOUTOR;1;8;PREFEITO PAULO MOREIRA;237;;18962046;VILA CORONEL ALBINO;1;-23,01856995;-49,47514343;0
ESTADUAL - SE;OURINHOS;BERNARDINO DE CAMPOS;3506300;BERNARDINO DE CAMPOS;35737;35035737;JOSE INOCENCIO MOREIRA CORONEL;1;8;RUI BARBOSA;184;;18967018;BARRA FUNDA;1;-23,00995255;-49,47641373;0
ESTADUAL - SE;OURINHOS;BERNARDINO DE CAMPOS;3506300;BERNARDINO DE CAMPOS;566810;35566810;PENITENCIARIA DE BERNARDINO DE CAMPOS;1;15;RODOVIA RAPOSO TAVARES KM 338;S/N;ZONA RURAL;18964900;CENTRO PRISIONAL;2;-23,08490944;-49,52737045;34393
ESTADUAL - SE;OURINHOS;CAMPOS NOVOS PAULISTA;3509809;CAMPOS NOVOS PAULISTA;34125;35034125;THEODORICO DE OLIVEIRA PROFESSOR;1;8;ARTUR SPINELI;388;;19960003;CENTRO;1;-22,60232925;-50,00242996;0
ESTADUAL - SE;OURINHOS;CANITAR;3510153;CANITAR;34071;35034071;APARECIDO GONCALVES LEMOS;1;8;VIRGILIO FURLANETO;560;RUA;18990156;CENTRO;1;-23,00494766;-49,78668594;0
ESTADUAL - SE;OURINHOS;CHAVANTES;3557204;CHAVANTES;33893;35033893;ERNESTO FONSECA DOUTOR;1;8;DOS ESTUDANTES;50;;18970191;CENTRO;1;-23,04154968;-49,70783997;0
ESTADUAL - SE;OURINHOS;ESPIRITO SANTO DO TURVO;3515194;ESPIRITO SANTO DO TURVO;38076;35038076;TEREZINHA MARIANO MAGNANI PROFESSORA;1;8;ANTONIO MARTINS;201;;18935023;CENTRO;1;-22,69249916;-49,43130875;0
ESTADUAL - SE;OURINHOS;IBIRAREMA;3519501;IBIRAREMA;33947;35033947;FRANCISCO DUARTE;1;8;SAMUEL KLEPACH;256;;19940067;CENTRO;1;-22,81536484;-50,06902695;0
ESTADUAL - SE;OURINHOS;IPAUSSU;3520905;IPAUSSU;34009;35034009;JULIO MASTRODOMENICO PROFESSOR;1;8;SETE DE SETEMBRO;815;;18950065;CENTRO;1;-23,05503082;-49,63093185;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;33911;35033911;HORACIO SOARES;1;8;EUCLIDES DA CUNHA;821;RUA;19900043;CENTRO;1;-22,98419952;-49,86500168;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;33923;35033923;DOMINGOS CAMERLINGO CALO;1;8;DUQUE DE CAXIAS;558;RUA;19911621;VILA RECREIO;1;-22,97038078;-49,86727142;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;34010;35034010;JOSEPHA CUBAS DA SILVA PROFESSORA;1;8;FRANCISCO DE ALMEIDA JORNALISTA;463;RUA;19913155;PARQUE MINAS GERAIS;1;-22,9824791;-49,85499954;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;34022;35034022;ESMERALDA SOARES FERRAZ PROFESSORA;1;8;PRUDENTE DE MORAES;400;RUA;19907300;VILA SA;1;-22,97610092;-49,87860107;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;34058;35034058;MARIA DO CARMO ARRUDA DA SILVA PROFESSORA;1;8;DOMINGOS CAMERLINGO CALO;1675;AVENIDA;19901711;JARDIM MATILDE;1;-22,99110031;-49,87409973;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;34061;35034061;JUSTINA DE OLIVEIRA GONCALVES PROFESSORA;1;8;FERNANDO SANCHES;140;RUA;19905156;VILA SAO FRANCISCO;1;-22,99869919;-49,87987137;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;34150;35034150;ORLANDO QUAGLIATO;1;8;AV JAIME ROSSI  USINA SAO LUIZ;SN;;19900970;FAZ STA MARIA;2;-22,93556023;-49,76893997;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;34198;35034198;DALTON MORATO VILLAS BOAS PROFESSOR;1;8;DOMINGOS CAMERLINGO CALO;3465;AVENIDA;19905111;VILA SANTA MARIA;1;-23,0057;-49,886;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;34216;35034216;VIRGINIA RAMALHO;1;8;GASPAR RICARDO;484;RUA;19911832;VILA NOVA SA;1;-22,9708004;-49,86909866;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;34228;35034228;JOSE AUGUSTO DE OLIVEIRA PROFESSOR;1;8;SEBASTIAO MIRANDA;621;RUA;19914050;JARDIM AMERICA;1;-22,97043037;-49,85728073;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;363625;35363625;CEL JTO A EE DOMINGOS CAMERLINGO CALO;1;6;DE DUQUE CAXIAS;558;;19911621;VILA RECREIO;1;-22,97038078;-49,86727142;33923
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;495359;35495359;CENTRO DE RESSOCIALIZACAO DE OURINHOS;1;15;JACINTO FERREIRA DE SA;21;AVENIDA;19911720;VILA CHRISTONI;1;-22,97509956;-49,87260056;903700
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;565040;35565040;PROFESSOR PEDRO ANTONIO FERRAZ DE ANDRADE;1;8;LAURO ZIMMERMANN FILHO;SN;;19904282;JARDIM ITAMARATY;1;-23,01119995;-49,88759995;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;577145;35577145;PROFESSOR NORIVAL VIEIRA DA SILVA;1;8;MARINA SALADINI ALVES;136;RUA;19915721;CONJUNTO HABITACIONAL HELENA BRAZ VENDRAMINI;1;-22,95770073;-49,85599899;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;900916;35900916;ARY CORREA DOUTOR;1;8;ANTONIO HENRIQUE ROLLI;245;RUA;19914400;JARDIM EUROPA;1;-22,96496964;-49,86064911;0
ESTADUAL - SE;OURINHOS;OURINHOS;3534708;OURINHOS;903700;35903700;JOSE PASCHOALICK PROFESSOR;1;8;GERALDO PIMENTEL ENFERMEIRO;437;RUA;19910230;JARDIM DAS PAINEIRAS;1;-22,96622086;-49,89393997;0
ESTADUAL - SE;OURINHOS;RIBEIRAO DO SUL;3543204;RIBEIRAO DO SUL;34149;35034149;NICOLA MARTINS ROMEIRA;1;8;RUA NICOLA MARTINS ROMEIRA;132;;19930025;CENTRO;1;-22,78485298;-49,93346024;0
ESTADUAL - SE;OURINHOS;SALTO GRANDE;3545407;SALTO GRANDE;33960;35033960;MARIO BRIATORE PADRE;1;8;RANGEL PESTANA;607;;19920007;CENTRO;1;-22,89263916;-49,98321915;0
ESTADUAL - SE;OURINHOS;SANTA CRUZ DO RIO PARDO;3546405;CAPORANGA;40216;35040216;BIECIO DE BRITTO;1;8;SAO BOM JESUS;42;;18925008;VILA CAPORANGA;1;-22,71619987;-49,57229996;0
