NOMEDEP;DE;MUN;CD_IBGE;DISTR;COD_ESC;CODESCMEC;NOMESC;CODSIT;TIPOESC;ENDESC;NUMESC;COMPLEMENTO;CEP;BAIESC;ZONA;DS_LATITUDE;DS_LONGITUDE;CODVINC
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;7848;35007848;PENITENCIARIA DE REGISTRO;1;15;REGIS BITERCOURT KM 453  75M;S/N?;PENITENCIARIA DE REGISTRO;11900000;CENTRO PRISIONAL;2;-24,50379944;-47,86199951;901659
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;35075;35035075;ANTONIO FERNANDES PROFESSOR;1;8;PROFESSOR ANTONIO FERNANDES;74;RUA;11900000;VILA TUPI;1;-24,49769974;-47,84930038;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;35087;35035087;RUY PRADO DE MENDONCA FILHO PROFESSOR;1;8;PERU;781;RUA;11900000;VILA RIBEIROPOLIS;1;-24,50449944;-47,84069824;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;35099;35035099;JOAQUIM GOULART PROFESSOR;1;8;YOSHIKO SAMITSU;395;RUA;11900000;SERROTE;2;-24,40576935;-47,74239731;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;35105;35035105;PASCOAL GRECCO PROFESSOR;1;8;MUNICIPAL BAIRRO TAQUARUCU;SN;RUA;11900000;TAQUARUCU;2;-24,52437782;-47,93515396;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;35117;35035117;KOKI KITAJIMA;1;8;DEPUTADO ULISSES GUIMARAES;301;RUA;11900000;NOSSO TETO;1;-24,51362991;-47,83449173;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;35130;35035130;FABIO BARRETO DOUTOR;1;8;CLARA GIANOTI DE SOUZA;257;RUA;11900000;CENTRO;1;-24,49629974;-47,84700012;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;41592;35041592;ALAY JOSE CORREA VEREADOR;1;8;SERRA DA JUREIA;130;RUA;11900000;JARDIM VALERI;1;-24,48354912;-47,85086823;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;43291;35043291;JOSE PACHECO LOMBA;1;8;LIMOEIRO;SN;RUA;11900000;ARAPONGAL;1;-24,46253967;-47,81053162;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;477783;35477783;ALDEIA ITAPU MIRIM;1;10;BAIRRO VOTUPOCA;SN;;11900000;BAIRRO VOTUPOCA;2;-24,51189041;-48,00183868;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;579440;35579440;PREFEITA ELZA ORSINI DE CARVALHO;1;8;GOVERNADOR FRANCO MONTORO;SN;AVENIDA;11900000;NOSSO TETO;1;-24,51429939;-47,83419037;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;901659;35901659;MASSAKO OSAWA HIRABAYASHI PROFESSORA;1;8;JOAO AUGUSTO ABY AZAR;90;RUA;11900000;JARDIM CAICARA;1;-24,50379944;-47,86199951;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;901660;35901660;IRENE MACHADO DE LIMA DONA;1;8;DO CAPINZAL KM 195;SN;RUA;11900000;CAPINZAL;2;-24,5789032;-47,94809723;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;910429;35910429;HIROSHI SAKANO;1;8;ESQUERDA DO RIO RIBEIRA DE IGUAPE;SN;RUA;11900000;JURUMIRIM;2;-24,49817085;-47,7379303;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;920411;35920411;AURORA COELHO PROFESSORA;1;8;ETIOPIA;8;RUA;11900000;JARDIM XANGRILA;1;-24,49250031;-47,87630081;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;980031;35980031;CEEJA RICARDO JOSE POCI MENDES;1;3;ERIC VERHULST;30;RUA;11900000;VILA CABRAL;1;-24,49687004;-47,83866882;0
ESTADUAL - SE;REGISTRO;REGISTRO;3542602;REGISTRO;985533;35985533;CEL JTO A EE FABIO BARRETO DOUTOR;1;6;CLARA GIANOTI DE SOUZA;257;RUA;11900000;CENTRO;1;-24,49629974;-47,84700012;35130
ESTADUAL - SE;REGISTRO;SETE BARRAS;3551801;SETE BARRAS;35142;35035142;PLACIDO DE PAULA E SILVA;1;8;JOSE CARLOS DE TOLEDO;199;;11910000;CENTRO;1;-24,38960075;-47,92679977;0
ESTADUAL - SE;REGISTRO;SETE BARRAS;3551801;SETE BARRAS;35154;35035154;MARIA SANTANA DE ALMEIDA PROFESSORA;1;8;PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO;283;RUA;11910000;CENTRO;1;-24,38260078;-47,92710114;0
ESTADUAL - SE;REGISTRO;SETE BARRAS;3551801;SETE BARRAS;35282;35035282;ARMANDO DE SALLES OLIVEIRA GOVERNADOR;1;8;VEREADOR MARIO S HANASHIRO;SN;KM 15;11910000;VOTUPOCA;2;-24,4095993;-47,93370056;0
ESTADUAL - SE;REGISTRO;SETE BARRAS;3551801;SETE BARRAS;559088;35559088;ALDEIA PEGUAO TY;1;10;PARQUE ESTADUAL INTERVALES;SN;RUA;11910000;SAIBADELA;2;-24,28780937;-48,30912018;0
ESTADUAL - SE;RIBEIRAO PRETO;ALTINOPOLIS;3501004;ALTINOPOLIS;22901;35022901;ANTONIO BARREIROS PROFESSOR;1;8;JOAO MONTANS;1;RUA;14350000;GINASIO;1;-21,02000999;-47,37817001;0
ESTADUAL - SE;RIBEIRAO PRETO;BATATAIS;3505906;BATATAIS;22925;35022925;SILVIO DE ALMEIDA;1;8;CORONEL JOAQUIM ALVES;1438;;14315430;RIACHUELO;1;-20,89912987;-47,59465027;0
ESTADUAL - SE;RIBEIRAO PRETO;BATATAIS;3505906;BATATAIS;22949;35022949;WASHINGTON LUIZ DOUTOR;1;8;DOUTOR CHIQUINHO ARANTES;397;;14300075;CENTRO;1;-20,89369011;-47,58771133;0
ESTADUAL - SE;RIBEIRAO PRETO;BATATAIS;3505906;BATATAIS;22962;35022962;JOAQUIM ALVES FERREIRA MONSENHOR;1;8;PADRE CLARET;141;;14300194;CASTELO;1;-20,88743019;-47,5921402;0
ESTADUAL - SE;RIBEIRAO PRETO;BATATAIS;3505906;BATATAIS;23000;35023000;CANDIDO PORTINARI;1;8;CORONEL NOGUEIRA;1;;14300168;CASTELO;1;-20,88550949;-47,58942032;0
ESTADUAL - SE;RIBEIRAO PRETO;BATATAIS;3505906;BATATAIS;49566;35049566;ANTONIO AUGUSTO LOPES DE OLIVEIRA JUNIOR;1;8;PREFEITO JOSE PIMENTA NEVES;512;;14315102;VILA LIDIA;1;-20,9000206;-47,57807922;0
ESTADUAL - SE;RIBEIRAO PRETO;BATATAIS;3505906;BATATAIS;906759;35906759;GERALDO TRISTAO DE LIMA PROFESSOR;1;8;CORONEL OVIDIO;720;AVENIDA;14315384;RIACHUELO;1;-20,90696907;-47,5855217;0
ESTADUAL - SE;RIBEIRAO PRETO;BATATAIS;3505906;BATATAIS;919433;35919433;MARIA VIRGINIA MANSUR BIAGI PROFESSORA;1;8;JOSE ZANELLA;195;;14305042;SANTA CRUZ;1;-20,88405991;-47,57886887;0
ESTADUAL - SE;RIBEIRAO PRETO;BRODOWSKI;3507803;BRODOWSKI;23838;35023838;JOSE ALEIXO DA SILVA PASSOS CORONEL;1;8;JOSE DE MELLO;221;RUA;14340000;VILA NOSSA SENHORA  APARECIDA;1;-20,98406029;-47,65282059;0
ESTADUAL - SE;RIBEIRAO PRETO;CAJURU;3509403;CAJURU;22330;35022330;GALDINO DE CASTRO;1;8;JOAQUIM CANDIDO GARCIA;296;RUA;14240000;CENTRO;1;-21,27128983;-47,30374146;0
ESTADUAL - SE;RIBEIRAO PRETO;CAJURU;3509403;CAJURU;24200;35024200;MESSIAS DA FONSECA DOUTOR;1;8;DOUTOR HOFEZ ZACHARIAS BEIHY;143;RUA;14240000;CENTRO;1;-21,27703094;-47,29996109;0
ESTADUAL - SE;RIBEIRAO PRETO;CAJURU;3509403;CAJURU;903498;35903498;GERALDO TORRANO PROFESSOR;1;8;URUGUAI;800;RUA;14240000;COHAB TERESA SANDRILLI TINCANI;1;-21,27763939;-47,31381989;0
ESTADUAL - SE;RIBEIRAO PRETO;CASSIA DOS COQUEIROS;3510906;CASSIA DOS COQUEIROS;24399;35024399;ABEL DOS REIS;1;8;ANTONIO CORREA NEVES;279;RUA;14260000;CENTRO;1;-21,28329086;-47,16847992;0
ESTADUAL - SE;RIBEIRAO PRETO;CRAVINHOS;3513108;CRAVINHOS;24260;35024260;FRANCISCO GOMES PROFESSOR;1;8;PROFESSOR ANTONIO DA SILVEIRA;274;RUA;14140000;JARDIM BELA VISTA;1;-21,34684944;-47,73080826;0
ESTADUAL - SE;RIBEIRAO PRETO;CRAVINHOS;3513108;CRAVINHOS;24272;35024272;JOAO DE SOUZA CAMPOS CORONEL;1;8;FAGUNDES;153;RUA;14140000;CENTRO;1;-21,33704948;-47,73086929;0
ESTADUAL - SE;RIBEIRAO PRETO;CRAVINHOS;3513108;CRAVINHOS;462792;35462792;BAIRRO FRANCISCO CASTILHO;1;8;NERIO BISUTTI;143;RUA;14140000;FRANCISCO CASTILHO;1;-21,33128929;-47,75738907;0
ESTADUAL - SE;RIBEIRAO PRETO;CRAVINHOS;3513108;CRAVINHOS;900631;35900631;FERNANDO CAMPOS ROSAS PROFESSOR;1;8;ANGELO DAMIAO;176;RUA;14140000;JARDIM ITAPUA;1;-21,33910942;-47,74040985;0
ESTADUAL - SE;RIBEIRAO PRETO;LUIS ANTONIO;3527603;LUIS ANTONIO;24223;35024223;ARTHUR PIRES CORONEL;1;8;NILO PECANHA;132;RUA;14210000;JARDIM ALVORADA;1;-21,55060005;-47,69747925;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;BONFIM PAULISTA;24016;35024016;FRANCISCO DA CUNHA JUNQUEIRA DOUTOR;1;8;JAIR COSTA;SN;RUA;14110000;CENTRO;1;-21,26561928;-47,82247925;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;BONFIM PAULISTA;915555;35915555;CORDELIA RIBEIRO RAGOZO PROFESSORA;1;8;FRANCISCO ALEXANDRE;205;RUA;14110000;SAN LEANDRO;1;-21,25888062;-47,81268692;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;10506;35010506;CENTRO ATEND SOCIOED ADOLESCENTE    CENTRO DE INTERNACAO PROVISORIA CANDIDO PORTINARI CIP;1;9;RODOVIA GEOVANA APARECIDA DELIBERTO;SN;KM2;14034000;JARDIM ITAU;1;-21,18792915;-47,86426926;911306
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23796;35023796;FABIO BARRETO;1;8;AMADOR BUENO;220;RUA;14010070;CENTRO;1;-21,17288971;-47,80944061;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23826;35023826;BARROS CONEGO;1;8;DOUTOR FRANCISCO JUNQUEIRA;726;AVENIDA;14010030;CENTRO;1;-21,17358971;-47,80561829;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23848;35023848;ANTONIO DIEDERICHSEN;1;8;GOIAS;610;RUA;14080260;CAMPOS ELISEOS;1;-21,16292;-47,80860138;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23851;35023851;ALBERTO SANTOS DUMONT;1;8;SAO SALVADOR;176;RUA;14055260;SUMAREZINHO;1;-21,16386986;-47,82244873;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23875;35023875;JOSE LIMA PEDREIRA DE FREITAS PROFESSORA;1;8;VISCONDE DE INHOMIRIN;830;RUA;14030490;VILA VIRGINIA;1;-21,18608093;-47,83237839;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23887;35023887;WALTER FERREIRA PROFESSOR;1;8;MACHADO DE ASSIS;761;RUA;14050490;VILA TIBERIO;1;-21,17243004;-47,83174133;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23899;35023899;GLETE DE ALCANTARA PROFESSORA;1;8;PROFESSOR WLADEMIR PINTO FERRAZ;156;RUA;14031440;PARQUE RIBEIRAO PRETO;1;-21,19816017;-47,84495163;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23905;35023905;HERMINIA GUGLIANO PROFESSORA;1;8;DOUTOR JORGE LOBATO;765;RUA;14050110;VILA TIBERIO;1;-21,17086983;-47,82466888;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23917;35023917;AMELIA DOS SANTOS MUSA PROFESSORA;1;8;ESPIRITO SANTO;887;RUA;14055030;IPIRANGA;1;-21,15856934;-47,82257843;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23929;35023929;SINHA JUNQUEIRA DONA;1;8;CONSELHEIRO DANTAS;358;RUA;14050400;VILA TIBERIO;1;-21,16872978;-47,81735992;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23930;35023930;ALCIDES CORREA PROFESSOR;1;8;MOREIRA DE OLIVEIRA;242;RUA;14025300;ALTO BOA VISTA;1;-21,19482994;-47,81962967;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23942;35023942;RUBEN CLAUDIO MOREIRA PROFESSOR;1;8;PARANAGUA;367;RUA;14060100;VILA ALBERTINA;1;-21,1494503;-47,81159973;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23954;35023954;JOAO AUGUSTO DE MELLO PROFESSOR;1;8;LASAR SEGALL;228;RUA;14076330;JARDIM INDEPENDENCIA;1;-21,1528492;-47,78884888;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23966;35023966;FRANCISCO BONFIM;1;8;PARANAGUA;1011;RUA;14060100;VILA ALBERTINA;1;-21,14592934;-47,81613159;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;23978;35023978;ALBERTO JOSE GONCALVES DOM;1;8;FLAVIO UCHOA;916;RUA;14080430;CAMPOS ELISEOS;1;-21,15818977;-47,7995491;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24028;35024028;GUIMARAES JUNIOR DOUTOR;1;8;LAFAIETE;584;RUA;14015080;CENTRO;1;-21,17923927;-47,81047821;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24053;35024053;MEIRA JUNIOR DOUTOR;1;8;JULIO DE MESQUITA;282;RUA;14030450;VILA VIRGINIA;1;-21,18164063;-47,82556152;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24065;35024065;EUGENIA VILHENA DE MORAIS PROFESSORA;1;8;ABILIO SAMPAIO;900;RUA;14030420;VILA VIRGINIA;1;-21,18954086;-47,82648087;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24077;35024077;SEBASTIAO FERNANDES PALMA PROFESSOR;1;8;CASEMIRO DE ABREU;595;RUA;14020060;VILA SEIXAS;1;-21,18888092;-47,80279922;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24089;35024089;ALPHEU DOMINIGUETTI PROFESSOR;1;8;FELICIANO ALVES FARIA;273;RUA;14093160;VILA ABRANCHES;1;-21,18438911;-47,75408936;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24090;35024090;CID DE OLIVEIRA LEITE PROFESSOR;1;8;ITARARE;608;RUA;14090070;JARDIM PAULISTA;1;-21,17804909;-47,79249954;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24119;35024119;OTONIEL MOTA;1;8;PRUDENTE DE MORAIS;764;RUA;14015100;CENTRO;1;-21,18077087;-47,80984879;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24120;35024120;EDGARDO CAJADO DOUTOR;1;8;GENERAL CAMARA;157;RUA;14055080;IPIRANGA;1;-21,15489006;-47,82754898;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24156;35024156;HELY LOPES MEIRELLES;1;8;SAO PAULO;726;RUA;14085010;CAMPOS ELISEOS;1;-21,16642952;-47,80350876;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24168;35024168;DR THOMAZ ALBERTO WHATELY;1;8;MARQUES DE POMBAL;349;RUA;14080100;CAMPOS ELISEOS;1;-21,16529083;-47,81235123;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;24193;35024193;JOAO RODRIGUES GUIAO DOUTOR;1;8;TREZE DE MAIO;266;AVENIDA;14090260;JARDIM PAULISTA;1;-21,17567062;-47,79230118;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;36869;35036869;VEIGA DE MIRANDA MINISTRO;1;8;ONZE DE AGOSTO;2480;RUA;14085030;CAMPOS ELISEOS;1;-21,15460014;-47,79135132;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;37151;35037151;GERALDO CORREIA DE CARVALHO DOUTOR;1;8;ITAGUACU;869;RUA;14060030;IPIRANGA;1;-21,15088081;-47,81703949;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;41531;35041531;JENNY DE TOLEDO PIZA SCHROEDER PROFESSORA;1;8;CAROLINA MARIA DE JESUS;625;RUA;14060330;IPIRANGA;1;-21,13516045;-47,81494904;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;42870;35042870;RAFAEL LEME FRANCO PROFESSOR;1;8;PADRE ANCHIETA;1730;RUA;14051220;JARDIM ANTARTICA;1;-21,16629028;-47,83293915;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;42882;35042882;ROMUALDO MONTEIRO DE BARROS PROFESSOR;1;8;BOLIVIA;300;RUA;14075250;VILA MARIANA;1;-21,14476013;-47,79687881;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;44647;35044647;ORLANDO VITALIANO VEREADOR;1;8;CESAR MONTAGNANA;110;RUA;14077180;QUINTINO FACCI I;1;-21,12398911;-47,78210068;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;44659;35044659;OSCAR DE MOURA LACERDA PROFESSOR DOUTOR;1;8;MAGID SIMAO TRAD;230;AVENIDA;14071010;ADELINO SIMIONI;1;-21,11708069;-47,79537964;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;44660;35044660;DOMINGOS JOAO BAPTISTA SPINELLI PROFESSOR DOUTOR;1;8;DEPUTADO ORLANDO JURCA;92;RUA;14070280;QUINTINO FACCI II;1;-21,11124039;-47,79278946;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;47466;35047466;DJANIRA VELHO PROFESSORA;1;8;BORBA GATO;60;RUA;14050340;VILA AMELIA;1;-21,1767807;-47,82355118;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;48446;35048446;ALBERTO FERRIANI PROFESSOR;1;8;FREDERICO GALLACHO;100;RUA;14061089;ANTONIO MARINCEK;1;-21,12657928;-47,80535126;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;49612;35049612;WALTER PAIVA PROFESSOR;1;8;TUPINAMBA;SN;RUA;14060630;IPIRANGA;1;-21,14182091;-47,82329941;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;350588;35350588;JARDIM DIVA TARLA DE CARVALHO;1;8;JOAO TONIOLLI;3475;RUA;14079390;JARDIM DIVA TARLA DE CARVALHO;1;-21,13108063;-47,74161911;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;412181;35412181;PROFESSORA SUELI TEREZINHA DANHONE;1;8;GREGORIO PEREIRA;50;RUA;14066440;JARDIM ORESTES LOPES DE CAMARGO;1;-21,12210083;-47,82986069;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;435065;35435065;PROFESSOR PAULO CESAR CARNIEL GIOVANNETTI;1;8;SENADOR TEOTONIO VILELLA;1950;AVENIDA;14056772;JARDIM PAIVA II;1;-21,15446091;-47,84682846;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;454060;35454060;PENITENCIARIA FEMININA DE RIBEIRAO PRETO;1;15;ALFREDO CONDEIXA;1666;RUA;14031300;JARDIM MARCHESI;1;-21,19816017;-47,84495163;23899
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;457383;35457383;HOSP CLINICAS RIBEIRAO PRETO CL HOSPITALAR;1;7;BANDEIRANTES;3900;AVENIDA;14040030;VILA MONTE ALEGRE;1;-21,1622;-47,853;905800
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;457395;35457395;HOSPITAL DAS CLINICAS RIBEIRAO PRETO FMSP CL HOSPITALAR;1;7;BANDEIRANTES;3900;AVENIDA;14040030;VILA MONTE ALEGRE;1;-21,16220093;-47,85279846;905800
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;457401;35457401;HOSPITAL DAS CLINICAS RIBEIRAO PRETO CLASSE HOSPITALAR;1;7;BANDEIRANTES;3900;AVENIDA;14040030;VILA MONTE ALEGRE;1;-21,1726;-47,8595;905800
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;457413;35457413;HOSPITAL DAS CLINICAS RIBEIRAO PRETO CLASSE HOSPITALAR;1;7;BERNARDINO DE CAMPOS;1000;RUA;14015130;CENTRO;1;-21,17239952;-47,8594017;23796
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;457425;35457425;HOSPITAL DAS CLINICAS RIBEIRAO PRETO CLASSE HOSPITALAR;1;7;BANDEIRANTES;3901;AVENIDA;14040030;VILA MONTE ALEGRE;1;-21,1729;-47,8594;905800
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;460461;35460461;CEL JTO A EE ALBERTO SANTOS DUMONT;1;6;MACHADO DE ASSIS;761;RUA;14050490;VILA TIBERIO;1;-21,16348839;-47,82318878;23851
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;464466;35464466;PENITENCIARIA MASCULINA DE RIBEIRAO PRETO;1;15;ABRAO ASSED;KM 47;;14097900;ANHANGUERA;2;-21,22470093;-47,76451111;907881
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;559970;35559970;CENTRO ATEND SOCIOEDUC ADOLESCENTE RIBEIRAO PRETO CI;1;34;GEOVANA APARECIDA DELIBERTO;KM 2;RODOVIA;14034000;JARDIM ITAU;1;-21,19364929;-47,8325386;925688
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;559982;35559982;CENTRO ATEND SOCIOEDUC ADOLESCENTE CI RIO PARDO;1;34;GEOVANA APARECIDA DELIBERTO;KM 2;;14001970;ZONA RURAL;2;-21,18839073;-47,86439896;24028
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;566780;35566780;DEPUTADO ANTONIO CALIXTO;1;8;LUIS FELICIO;700;RUA;14056735;JARDIM DOUTOR PAULO GOMES ROMEO;1;-21,14603996;-47,84617996;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;576475;35576475;JOVEM FELIPE GUI ROCHA;1;8;VIRGILIO BUENO;SN;RUA;14093631;PARQUE DOS FLAMBOYANS;1;-21,16144943;-47,7276001;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;576487;35576487;PROFESSORA NAIR GUILHERMINA PINHEIRO NOGUEIRA – NAIRZINHA;1;8;ORESTES LOPES DE CAMARGO;1180;AVENIDA;14078580;JARDIM JOQUEI CLUBE;1;-21,15245056;-47,76099014;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;576499;35576499;VEREADOR JOSE VELLONI;1;8;JOSE FRANCISCO DA SILVA;SN;RUA;14031866;JARDIM MONTE CARLO;1;-21,20384979;-47,85663986;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;900072;35900072;IRENE DIAS RIBEIRO PROFESSORA;1;8;DOUTOR ANTONIO SYLVIO CUNHA BUENO;205;RUA;14061380;GERALDO CORREIA DE CARVALHO;1;-21,1239109;-47,8127594;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;900734;35900734;BENEDITO MACIEL ARANTES PROFESSOR;1;8;ANTONIO PACCAGNELLA;205;RUA;14071590;ADELINO SIMIONI;1;-21,10766029;-47,80163956;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;900746;35900746;ORLANDO JURCA DEPUTADO;1;8;LUIZ CARVALHO PEREIRA;350;RUA;14071310;ADELINO SIMIONI;1;-21,11322021;-47,79885101;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;900758;35900758;JOAO PALMA GUIAO DOUTOR;1;8;ATTILIO PEDRO CHERUBIM;275;RUA;14057310;DOM BERNARDO JOSE MIELLE;1;-21,13351059;-47,84729004;0
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;3543402;RIBEIRAO PRETO;900761;35900761;HELIO LOURENCO DE OLIVEIRA PROFESSOR;1;8;GONCALVES DE MAGALHAES;1500;RUA;14030570;JARDIM PIRATININGA;1;-21,19065094;-47,84107971;0
